idx,split,target_type,attractors,condition,subject_word_sg,subject_word_pl,target_word_sg,target_word_pl,base_sentence_sg,base_sentence_pl,good_singular,bad_singular,good_plural,bad_plural,tok_len_sg,tok_len_pl
6765,train,noun,2,target_noun_att2_opp,spider,spiders,spider,spiders,The lions opposite the poles alongside the signs hold every,The lions opposite the pole alongside the sign hold several,The lions opposite the poles alongside the signs hold every spider,The lions opposite the poles alongside the signs hold every spiders,The lions opposite the pole alongside the sign hold several spiders,The lions opposite the pole alongside the sign hold several spider,11,11
6766,train,noun,2,target_noun_att2_opp,bear,bears,bear,bears,The dogs around the columns opposite the poles hold one,The dogs around the column opposite the pole hold many,The dogs around the columns opposite the poles hold one bear,The dogs around the columns opposite the poles hold one bears,The dogs around the column opposite the pole hold many bears,The dogs around the column opposite the pole hold many bear,11,11
6767,train,noun,2,target_noun_att2_opp,turtle,turtles,turtle,turtles,The monitors alongside the trees near the boxes hold one,The monitors alongside the tree near the box hold many,The monitors alongside the trees near the boxes hold one turtle,The monitors alongside the trees near the boxes hold one turtles,The monitors alongside the tree near the box hold many turtles,The monitors alongside the tree near the box hold many turtle,11,11
6768,train,noun,2,target_noun_att2_opp,dog,dogs,dog,dogs,The pups around the baskets opposite the barrels hold one,The pups around the basket opposite the barrel hold many,The pups around the baskets opposite the barrels hold one dog,The pups around the baskets opposite the barrels hold one dogs,The pups around the basket opposite the barrel hold many dogs,The pups around the basket opposite the barrel hold many dog,11,11
6769,train,noun,2,target_noun_att2_opp,turtle,turtles,turtle,turtles,The goats alongside the signs near the hinges hold one,The goats alongside the sign near the hinge hold many,The goats alongside the signs near the hinges hold one turtle,The goats alongside the signs near the hinges hold one turtles,The goats alongside the sign near the hinge hold many turtles,The goats alongside the sign near the hinge hold many turtle,11,11
6770,train,noun,2,target_noun_att2_opp,cat,cats,cat,cats,The rays opposite the barrels alongside the pillars hold one,The rays opposite the barrel alongside the pillar hold many,The rays opposite the barrels alongside the pillars hold one cat,The rays opposite the barrels alongside the pillars hold one cats,The rays opposite the barrel alongside the pillar hold many cats,The rays opposite the barrel alongside the pillar hold many cat,11,11
6771,train,noun,2,target_noun_att2_opp,dog,dogs,dog,dogs,The dolphins around the baskets opposite the barrels hold one,The dolphins around the basket opposite the barrel hold many,The dolphins around the baskets opposite the barrels hold one dog,The dolphins around the baskets opposite the barrels hold one dogs,The dolphins around the basket opposite the barrel hold many dogs,The dolphins around the basket opposite the barrel hold many dog,11,11
6772,train,noun,2,target_noun_att2_opp,bat,bats,bat,bats,The bats opposite the valves alongside the sockets hold every,The bats opposite the valve alongside the socket hold several,The bats opposite the valves alongside the sockets hold every bat,The bats opposite the valves alongside the sockets hold every bats,The bats opposite the valve alongside the socket hold several bats,The bats opposite the valve alongside the socket hold several bat,11,11
6773,train,noun,2,target_noun_att2_opp,calf,calves,calf,calves,The worms below the crates around the baskets hold one,The worms below the crate around the basket hold many,The worms below the crates around the baskets hold one calf,The worms below the crates around the baskets hold one calves,The worms below the crate around the basket hold many calves,The worms below the crate around the basket hold many calf,11,11
6774,train,noun,2,target_noun_att2_opp,panda,pandas,panda,pandas,The birds near the hinges beside the bolts hold every,The birds near the hinge beside the bolt hold several,The birds near the hinges beside the bolts hold every panda,The birds near the hinges beside the bolts hold every pandas,The birds near the hinge beside the bolt hold several pandas,The birds near the hinge beside the bolt hold several panda,11,11
6775,train,noun,2,target_noun_att2_opp,whale,whales,whale,whales,The rays beside the bolts below the boilers hold one,The rays beside the bolt below the boiler hold many,The rays beside the bolts below the boilers hold one whale,The rays beside the bolts below the boilers hold one whales,The rays beside the bolt below the boiler hold many whales,The rays beside the bolt below the boiler hold many whale,11,11
6776,train,noun,2,target_noun_att2_opp,turtle,turtles,turtle,turtles,The worms alongside the clocks near the plants hold one,The worms alongside the clock near the plant hold many,The worms alongside the clocks near the plants hold one turtle,The worms alongside the clocks near the plants hold one turtles,The worms alongside the clock near the plant hold many turtles,The worms alongside the clock near the plant hold many turtle,11,11
6777,train,noun,2,target_noun_att2_opp,lion,lions,lion,lions,The frogs beside the slopes below the locks hold one,The frogs beside the slope below the lock hold many,The frogs beside the slopes below the locks hold one lion,The frogs beside the slopes below the locks hold one lions,The frogs beside the slope below the lock hold many lions,The frogs beside the slope below the lock hold many lion,11,11
6778,train,noun,2,target_noun_att2_opp,frog,frogs,frog,frogs,The goats near the clocks beside the plants hold every,The goats near the clock beside the plant hold several,The goats near the clocks beside the plants hold every frog,The goats near the clocks beside the plants hold every frogs,The goats near the clock beside the plant hold several frogs,The goats near the clock beside the plant hold several frog,11,11
6779,train,noun,2,target_noun_att2_opp,frog,frogs,frog,frogs,The dolphins near the clocks beside the plants hold one,The dolphins near the clock beside the plant hold many,The dolphins near the clocks beside the plants hold one frog,The dolphins near the clocks beside the plants hold one frogs,The dolphins near the clock beside the plant hold many frogs,The dolphins near the clock beside the plant hold many frog,11,11
6780,train,noun,2,target_noun_att2_opp,tick,ticks,tick,ticks,The spiders below the bridges around the gates hold one,The spiders below the bridge around the gate hold many,The spiders below the bridges around the gates hold one tick,The spiders below the bridges around the gates hold one ticks,The spiders below the bridge around the gate hold many ticks,The spiders below the bridge around the gate hold many tick,11,11
6781,train,noun,2,target_noun_att2_opp,worm,worms,worm,worms,The pandas near the posts beside the doors hold one,The pandas near the post beside the door hold many,The pandas near the posts beside the doors hold one worm,The pandas near the posts beside the doors hold one worms,The pandas near the post beside the door hold many worms,The pandas near the post beside the door hold many worm,11,11
6782,train,noun,2,target_noun_att2_opp,bear,bears,bear,bears,The birds around the dams opposite the pans hold every,The birds around the dam opposite the pan hold several,The birds around the dams opposite the pans hold every bear,The birds around the dams opposite the pans hold every bears,The birds around the dam opposite the pan hold several bears,The birds around the dam opposite the pan hold several bear,11,11
6783,train,noun,2,target_noun_att2_opp,worm,worms,worm,worms,The calves near the pillars beside the statues hold every,The calves near the pillar beside the statue hold several,The calves near the pillars beside the statues hold every worm,The calves near the pillars beside the statues hold every worms,The calves near the pillar beside the statue hold several worms,The calves near the pillar beside the statue hold several worm,11,11
6784,train,noun,2,target_noun_att2_opp,bird,birds,bird,birds,The turtles alongside the bulbs near the roots hold every,The turtles alongside the bulb near the root hold several,The turtles alongside the bulbs near the roots hold every bird,The turtles alongside the bulbs near the roots hold every birds,The turtles alongside the bulb near the root hold several birds,The turtles alongside the bulb near the root hold several bird,11,11
6785,train,noun,2,target_noun_att2_opp,puppy,puppies,puppy,puppies,The cats beside the straps below the heaps hold one,The cats beside the strap below the heap hold many,The cats beside the straps below the heaps hold one puppy,The cats beside the straps below the heaps hold one puppies,The cats beside the strap below the heap hold many puppies,The cats beside the strap below the heap hold many puppy,11,11
6786,train,noun,2,target_noun_att2_opp,cat,cats,cat,cats,The frogs opposite the pens alongside the bulbs hold one,The frogs opposite the pen alongside the bulb hold many,The frogs opposite the pens alongside the bulbs hold one cat,The frogs opposite the pens alongside the bulbs hold one cats,The frogs opposite the pen alongside the bulb hold many cats,The frogs opposite the pen alongside the bulb hold many cat,11,11
6787,train,noun,2,target_noun_att2_opp,calf,calves,calf,calves,The kits below the heaps around the piles hold every,The kits below the heap around the pile hold several,The kits below the heaps around the piles hold every calf,The kits below the heaps around the piles hold every calves,The kits below the heap around the pile hold several calves,The kits below the heap around the pile hold several calf,11,11
6788,train,noun,2,target_noun_att2_opp,puppy,puppies,puppy,puppies,The rays beside the doors below the crates hold one,The rays beside the door below the crate hold many,The rays beside the doors below the crates hold one puppy,The rays beside the doors below the crates hold one puppies,The rays beside the door below the crate hold many puppies,The rays beside the door below the crate hold many puppy,11,11
6789,train,noun,2,target_noun_att2_opp,turtle,turtles,turtle,turtles,The seals alongside the trees near the boxes hold every,The seals alongside the tree near the box hold several,The seals alongside the trees near the boxes hold every turtle,The seals alongside the trees near the boxes hold every turtles,The seals alongside the tree near the box hold several turtles,The seals alongside the tree near the box hold several turtle,11,11
6790,train,noun,2,target_noun_att2_opp,calf,calves,calf,calves,The turtles below the crates around the baskets hold every,The turtles below the crate around the basket hold several,The turtles below the crates around the baskets hold every calf,The turtles below the crates around the baskets hold every calves,The turtles below the crate around the basket hold several calves,The turtles below the crate around the basket hold several calf,11,11
6791,train,noun,2,target_noun_att2_opp,frog,frogs,frog,frogs,The bears near the roots beside the slopes hold one,The bears near the root beside the slope hold many,The bears near the roots beside the slopes hold one frog,The bears near the roots beside the slopes hold one frogs,The bears near the root beside the slope hold many frogs,The bears near the root beside the slope hold many frog,11,11
6792,train,noun,2,target_noun_att2_opp,bear,bears,bear,bears,The worms around the sofas opposite the stools hold every,The worms around the sofa opposite the stool hold several,The worms around the sofas opposite the stools hold every bear,The worms around the sofas opposite the stools hold every bears,The worms around the sofa opposite the stool hold several bears,The worms around the sofa opposite the stool hold several bear,11,11
6793,train,noun,2,target_noun_att2_opp,frog,frogs,frog,frogs,The monitors near the statues beside the wells hold every,The monitors near the statue beside the well hold several,The monitors near the statues beside the wells hold every frog,The monitors near the statues beside the wells hold every frogs,The monitors near the statue beside the well hold several frogs,The monitors near the statue beside the well hold several frog,11,11
6794,train,noun,2,target_noun_att2_opp,ray,rays,ray,rays,The rays alongside the sockets near the wires hold every,The rays alongside the socket near the wire hold several,The rays alongside the sockets near the wires hold every ray,The rays alongside the sockets near the wires hold every rays,The rays alongside the socket near the wire hold several rays,The rays alongside the socket near the wire hold several ray,11,11
6795,train,noun,2,target_noun_att2_opp,frog,frogs,frog,frogs,The dolphins near the statues beside the wells hold one,The dolphins near the statue beside the well hold many,The dolphins near the statues beside the wells hold one frog,The dolphins near the statues beside the wells hold one frogs,The dolphins near the statue beside the well hold many frogs,The dolphins near the statue beside the well hold many frog,11,11
6796,train,noun,2,target_noun_att2_opp,lion,lions,lion,lions,The dolphins beside the plants below the bushes hold every,The dolphins beside the plant below the bush hold several,The dolphins beside the plants below the bushes hold every lion,The dolphins beside the plants below the bushes hold every lions,The dolphins beside the plant below the bush hold several lions,The dolphins beside the plant below the bush hold several lion,11,11
6797,train,noun,2,target_noun_att2_opp,puppy,puppies,puppy,puppies,The rays beside the straps below the heaps hold one,The rays beside the strap below the heap hold many,The rays beside the straps below the heaps hold one puppy,The rays beside the straps below the heaps hold one puppies,The rays beside the strap below the heap hold many puppies,The rays beside the strap below the heap hold many puppy,11,11
6798,train,noun,2,target_noun_att2_opp,goat,goats,goat,goats,The turtles below the cabinets around the sofas hold every,The turtles below the cabinet around the sofa hold several,The turtles below the cabinets around the sofas hold every goat,The turtles below the cabinets around the sofas hold every goats,The turtles below the cabinet around the sofa hold several goats,The turtles below the cabinet around the sofa hold several goat,11,11
6799,train,noun,2,target_noun_att2_opp,calf,calves,calf,calves,The frogs below the wells around the cabinets hold every,The frogs below the well around the cabinet hold several,The frogs below the wells around the cabinets hold every calf,The frogs below the wells around the cabinets hold every calves,The frogs below the well around the cabinet hold several calves,The frogs below the well around the cabinet hold several calf,11,11
6800,train,noun,2,target_noun_att2_opp,monitor,monitors,monitor,monitors,The monitors around the gates opposite the lamps hold every,The monitors around the gate opposite the lamp hold several,The monitors around the gates opposite the lamps hold every monitor,The monitors around the gates opposite the lamps hold every monitors,The monitors around the gate opposite the lamp hold several monitors,The monitors around the gate opposite the lamp hold several monitor,11,11
6801,train,noun,2,target_noun_att2_opp,bat,bats,bat,bats,The kits opposite the valves alongside the sockets hold one,The kits opposite the valve alongside the socket hold many,The kits opposite the valves alongside the sockets hold one bat,The kits opposite the valves alongside the sockets hold one bats,The kits opposite the valve alongside the socket hold many bats,The kits opposite the valve alongside the socket hold many bat,11,11
6802,train,noun,2,target_noun_att2_opp,ray,rays,ray,rays,The turtles alongside the sockets near the wires hold every,The turtles alongside the socket near the wire hold several,The turtles alongside the sockets near the wires hold every ray,The turtles alongside the sockets near the wires hold every rays,The turtles alongside the socket near the wire hold several rays,The turtles alongside the socket near the wire hold several ray,11,11
6803,train,noun,2,target_noun_att2_opp,tick,ticks,tick,ticks,The birds below the boilers around the pipes hold one,The birds below the boiler around the pipe hold many,The birds below the boilers around the pipes hold one tick,The birds below the boilers around the pipes hold one ticks,The birds below the boiler around the pipe hold many ticks,The birds below the boiler around the pipe hold many tick,11,11
6804,train,noun,2,target_noun_att2_opp,worm,worms,worm,worms,The dolphins near the wires beside the straps hold one,The dolphins near the wire beside the strap hold many,The dolphins near the wires beside the straps hold one worm,The dolphins near the wires beside the straps hold one worms,The dolphins near the wire beside the strap hold many worms,The dolphins near the wire beside the strap hold many worm,11,11
6805,train,noun,2,target_noun_att2_opp,panda,pandas,panda,pandas,The goats near the boxes beside the houses hold every,The goats near the box beside the house hold several,The goats near the boxes beside the houses hold every panda,The goats near the boxes beside the houses hold every pandas,The goats near the box beside the house hold several pandas,The goats near the box beside the house hold several panda,11,11
6806,train,noun,2,target_noun_att2_opp,whale,whales,whale,whales,The seals beside the posts below the doors hold one,The seals beside the post below the door hold many,The seals beside the posts below the doors hold one whale,The seals beside the posts below the doors hold one whales,The seals beside the post below the door hold many whales,The seals beside the post below the door hold many whale,11,11
6807,train,noun,2,target_noun_att2_opp,spider,spiders,spider,spiders,The puppies opposite the stools alongside the clocks hold every,The puppies opposite the stool alongside the clock hold several,The puppies opposite the stools alongside the clocks hold every spider,The puppies opposite the stools alongside the clocks hold every spiders,The puppies opposite the stool alongside the clock hold several spiders,The puppies opposite the stool alongside the clock hold several spider,11,11
6808,train,noun,2,target_noun_att2_opp,monitor,monitors,monitor,monitors,The bears around the gates opposite the lamps hold one,The bears around the gate opposite the lamp hold many,The bears around the gates opposite the lamps hold one monitor,The bears around the gates opposite the lamps hold one monitors,The bears around the gate opposite the lamp hold many monitors,The bears around the gate opposite the lamp hold many monitor,11,11
6809,train,noun,2,target_noun_att2_opp,lion,lions,lion,lions,The whales beside the slopes below the locks hold one,The whales beside the slope below the lock hold many,The whales beside the slopes below the locks hold one lion,The whales beside the slopes below the locks hold one lions,The whales beside the slope below the lock hold many lions,The whales beside the slope below the lock hold many lion,11,11
6810,train,noun,2,target_noun_att2_opp,bat,bats,bat,bats,The rays opposite the lamps alongside the chairs hold one,The rays opposite the lamp alongside the chair hold many,The rays opposite the lamps alongside the chairs hold one bat,The rays opposite the lamps alongside the chairs hold one bats,The rays opposite the lamp alongside the chair hold many bats,The rays opposite the lamp alongside the chair hold many bat,11,11
6811,train,noun,2,target_noun_att2_opp,monitor,monitors,monitor,monitors,The monitors around the pipes opposite the valves hold every,The monitors around the pipe opposite the valve hold several,The monitors around the pipes opposite the valves hold every monitor,The monitors around the pipes opposite the valves hold every monitors,The monitors around the pipe opposite the valve hold several monitors,The monitors around the pipe opposite the valve hold several monitor,11,11
6812,train,noun,2,target_noun_att2_opp,bat,bats,bat,bats,The pups opposite the baskets alongside the barrels hold every,The pups opposite the basket alongside the barrel hold several,The pups opposite the baskets alongside the barrels hold every bat,The pups opposite the baskets alongside the barrels hold every bats,The pups opposite the basket alongside the barrel hold several bats,The pups opposite the basket alongside the barrel hold several bat,11,11
6813,train,noun,2,target_noun_att2_opp,dog,dogs,dog,dogs,The pandas around the baskets opposite the barrels hold one,The pandas around the basket opposite the barrel hold many,The pandas around the baskets opposite the barrels hold one dog,The pandas around the baskets opposite the barrels hold one dogs,The pandas around the basket opposite the barrel hold many dogs,The pandas around the basket opposite the barrel hold many dog,11,11
6814,train,noun,2,target_noun_att2_opp,ray,rays,ray,rays,The kits alongside the barrels near the pillars hold every,The kits alongside the barrel near the pillar hold several,The kits alongside the barrels near the pillars hold every ray,The kits alongside the barrels near the pillars hold every rays,The kits alongside the barrel near the pillar hold several rays,The kits alongside the barrel near the pillar hold several ray,11,11
6815,train,noun,2,target_noun_att2_opp,tick,ticks,tick,ticks,The rays below the boilers around the pipes hold every,The rays below the boiler around the pipe hold several,The rays below the boilers around the pipes hold every tick,The rays below the boilers around the pipes hold every ticks,The rays below the boiler around the pipe hold several ticks,The rays below the boiler around the pipe hold several tick,11,11
6816,train,noun,2,target_noun_att2_opp,panda,pandas,panda,pandas,The worms near the plants beside the bushes hold every,The worms near the plant beside the bush hold several,The worms near the plants beside the bushes hold every panda,The worms near the plants beside the bushes hold every pandas,The worms near the plant beside the bush hold several pandas,The worms near the plant beside the bush hold several panda,11,11
6817,train,noun,2,target_noun_att2_opp,spider,spiders,spider,spiders,The rays opposite the stools alongside the clocks hold one,The rays opposite the stool alongside the clock hold many,The rays opposite the stools alongside the clocks hold one spider,The rays opposite the stools alongside the clocks hold one spiders,The rays opposite the stool alongside the clock hold many spiders,The rays opposite the stool alongside the clock hold many spider,11,11
6818,train,noun,2,target_noun_att2_opp,bird,birds,bird,birds,The ticks alongside the pillars near the statues hold one,The ticks alongside the pillar near the statue hold many,The ticks alongside the pillars near the statues hold one bird,The ticks alongside the pillars near the statues hold one birds,The ticks alongside the pillar near the statue hold many birds,The ticks alongside the pillar near the statue hold many bird,11,11
6819,train,noun,2,target_noun_att2_opp,spider,spiders,spider,spiders,The whales opposite the pans alongside the trees hold one,The whales opposite the pan alongside the tree hold many,The whales opposite the pans alongside the trees hold one spider,The whales opposite the pans alongside the trees hold one spiders,The whales opposite the pan alongside the tree hold many spiders,The whales opposite the pan alongside the tree hold many spider,11,11
6820,train,noun,2,target_noun_att2_opp,tick,ticks,tick,ticks,The birds below the doors around the crates hold one,The birds below the door around the crate hold many,The birds below the doors around the crates hold one tick,The birds below the doors around the crates hold one ticks,The birds below the door around the crate hold many ticks,The birds below the door around the crate hold many tick,11,11
6821,train,noun,2,target_noun_att2_opp,puppy,puppies,puppy,puppies,The puppies beside the straps below the heaps hold every,The puppies beside the strap below the heap hold several,The puppies beside the straps below the heaps hold every puppy,The puppies beside the straps below the heaps hold every puppies,The puppies beside the strap below the heap hold several puppies,The puppies beside the strap below the heap hold several puppy,11,11
6822,train,noun,2,target_noun_att2_opp,tick,ticks,tick,ticks,The ticks below the boilers around the pipes hold one,The ticks below the boiler around the pipe hold many,The ticks below the boilers around the pipes hold one tick,The ticks below the boilers around the pipes hold one ticks,The ticks below the boiler around the pipe hold many ticks,The ticks below the boiler around the pipe hold many tick,11,11
6823,train,noun,2,target_noun_att2_opp,ray,rays,ray,rays,The turtles alongside the chairs near the posts hold every,The turtles alongside the chair near the post hold several,The turtles alongside the chairs near the posts hold every ray,The turtles alongside the chairs near the posts hold every rays,The turtles alongside the chair near the post hold several rays,The turtles alongside the chair near the post hold several ray,11,11
6824,train,noun,2,target_noun_att2_opp,turtle,turtles,turtle,turtles,The turtles alongside the trees near the boxes hold every,The turtles alongside the tree near the box hold several,The turtles alongside the trees near the boxes hold every turtle,The turtles alongside the trees near the boxes hold every turtles,The turtles alongside the tree near the box hold several turtles,The turtles alongside the tree near the box hold several turtle,11,11
6825,train,noun,2,target_noun_att2_opp,tick,ticks,tick,ticks,The calves below the boilers around the pipes hold one,The calves below the boiler around the pipe hold many,The calves below the boilers around the pipes hold one tick,The calves below the boilers around the pipes hold one ticks,The calves below the boiler around the pipe hold many ticks,The calves below the boiler around the pipe hold many tick,11,11
6826,train,noun,2,target_noun_att2_opp,cat,cats,cat,cats,The cats opposite the pens alongside the bulbs hold one,The cats opposite the pen alongside the bulb hold many,The cats opposite the pens alongside the bulbs hold one cat,The cats opposite the pens alongside the bulbs hold one cats,The cats opposite the pen alongside the bulb hold many cats,The cats opposite the pen alongside the bulb hold many cat,11,11
6827,train,noun,2,target_noun_att2_opp,bat,bats,bat,bats,The cats opposite the valves alongside the sockets hold one,The cats opposite the valve alongside the socket hold many,The cats opposite the valves alongside the sockets hold one bat,The cats opposite the valves alongside the sockets hold one bats,The cats opposite the valve alongside the socket hold many bats,The cats opposite the valve alongside the socket hold many bat,11,11
6828,train,noun,2,target_noun_att2_opp,bird,birds,bird,birds,The goats alongside the bulbs near the roots hold one,The goats alongside the bulb near the root hold many,The goats alongside the bulbs near the roots hold one bird,The goats alongside the bulbs near the roots hold one birds,The goats alongside the bulb near the root hold many birds,The goats alongside the bulb near the root hold many bird,11,11
6829,train,noun,2,target_noun_att2_opp,dog,dogs,dog,dogs,The pandas around the cabinets opposite the sofas hold one,The pandas around the cabinet opposite the sofa hold many,The pandas around the cabinets opposite the sofas hold one dog,The pandas around the cabinets opposite the sofas hold one dogs,The pandas around the cabinet opposite the sofa hold many dogs,The pandas around the cabinet opposite the sofa hold many dog,11,11
6830,train,noun,2,target_noun_att2_opp,whale,whales,whale,whales,The whales beside the houses below the bridges hold one,The whales beside the house below the bridge hold many,The whales beside the houses below the bridges hold one whale,The whales beside the houses below the bridges hold one whales,The whales beside the house below the bridge hold many whales,The whales beside the house below the bridge hold many whale,11,11
6831,train,noun,2,target_noun_att2_opp,monitor,monitors,monitor,monitors,The dogs around the pipes opposite the valves hold one,The dogs around the pipe opposite the valve hold many,The dogs around the pipes opposite the valves hold one monitor,The dogs around the pipes opposite the valves hold one monitors,The dogs around the pipe opposite the valve hold many monitors,The dogs around the pipe opposite the valve hold many monitor,11,11
6832,train,noun,2,target_noun_att2_opp,monitor,monitors,monitor,monitors,The ticks around the gates opposite the lamps hold every,The ticks around the gate opposite the lamp hold several,The ticks around the gates opposite the lamps hold every monitor,The ticks around the gates opposite the lamps hold every monitors,The ticks around the gate opposite the lamp hold several monitors,The ticks around the gate opposite the lamp hold several monitor,11,11
6833,train,noun,2,target_noun_att2_opp,bird,birds,bird,birds,The monitors alongside the bulbs near the roots hold one,The monitors alongside the bulb near the root hold many,The monitors alongside the bulbs near the roots hold one bird,The monitors alongside the bulbs near the roots hold one birds,The monitors alongside the bulb near the root hold many birds,The monitors alongside the bulb near the root hold many bird,11,11
6834,train,noun,2,target_noun_att2_opp,goat,goats,goat,goats,The cats below the locks around the dams hold every,The cats below the lock around the dam hold several,The cats below the locks around the dams hold every goat,The cats below the locks around the dams hold every goats,The cats below the lock around the dam hold several goats,The cats below the lock around the dam hold several goat,11,11
6835,train,noun,2,target_noun_att2_opp,ray,rays,ray,rays,The cats alongside the sockets near the wires hold every,The cats alongside the socket near the wire hold several,The cats alongside the sockets near the wires hold every ray,The cats alongside the sockets near the wires hold every rays,The cats alongside the socket near the wire hold several rays,The cats alongside the socket near the wire hold several ray,11,11
6836,train,noun,2,target_noun_att2_opp,lion,lions,lion,lions,The seals beside the slopes below the locks hold one,The seals beside the slope below the lock hold many,The seals beside the slopes below the locks hold one lion,The seals beside the slopes below the locks hold one lions,The seals beside the slope below the lock hold many lions,The seals beside the slope below the lock hold many lion,11,11
6837,train,noun,2,target_noun_att2_opp,monitor,monitors,monitor,monitors,The dolphins around the gates opposite the lamps hold one,The dolphins around the gate opposite the lamp hold many,The dolphins around the gates opposite the lamps hold one monitor,The dolphins around the gates opposite the lamps hold one monitors,The dolphins around the gate opposite the lamp hold many monitors,The dolphins around the gate opposite the lamp hold many monitor,11,11
6838,train,noun,2,target_noun_att2_opp,cat,cats,cat,cats,The cats opposite the sofas alongside the stools hold one,The cats opposite the sofa alongside the stool hold many,The cats opposite the sofas alongside the stools hold one cat,The cats opposite the sofas alongside the stools hold one cats,The cats opposite the sofa alongside the stool hold many cats,The cats opposite the sofa alongside the stool hold many cat,11,11
6839,train,noun,2,target_noun_att2_opp,worm,worms,worm,worms,The birds near the wires beside the straps hold every,The birds near the wire beside the strap hold several,The birds near the wires beside the straps hold every worm,The birds near the wires beside the straps hold every worms,The birds near the wire beside the strap hold several worms,The birds near the wire beside the strap hold several worm,11,11
6840,train,noun,2,target_noun_att2_opp,lion,lions,lion,lions,The bats beside the slopes below the locks hold every,The bats beside the slope below the lock hold several,The bats beside the slopes below the locks hold every lion,The bats beside the slopes below the locks hold every lions,The bats beside the slope below the lock hold several lions,The bats beside the slope below the lock hold several lion,11,11
6841,train,noun,2,target_noun_att2_opp,bear,bears,bear,bears,The calves around the dams opposite the pans hold every,The calves around the dam opposite the pan hold several,The calves around the dams opposite the pans hold every bear,The calves around the dams opposite the pans hold every bears,The calves around the dam opposite the pan hold several bears,The calves around the dam opposite the pan hold several bear,11,11
6842,train,noun,2,target_noun_att2_opp,frog,frogs,frog,frogs,The monitors near the clocks beside the plants hold every,The monitors near the clock beside the plant hold several,The monitors near the clocks beside the plants hold every frog,The monitors near the clocks beside the plants hold every frogs,The monitors near the clock beside the plant hold several frogs,The monitors near the clock beside the plant hold several frog,11,11
6843,train,noun,2,target_noun_att2_opp,whale,whales,whale,whales,The bears beside the houses below the bridges hold every,The bears beside the house below the bridge hold several,The bears beside the houses below the bridges hold every whale,The bears beside the houses below the bridges hold every whales,The bears beside the house below the bridge hold several whales,The bears beside the house below the bridge hold several whale,11,11
6844,train,noun,2,target_noun_att2_opp,whale,whales,whale,whales,The dogs beside the bolts below the boilers hold every,The dogs beside the bolt below the boiler hold several,The dogs beside the bolts below the boilers hold every whale,The dogs beside the bolts below the boilers hold every whales,The dogs beside the bolt below the boiler hold several whales,The dogs beside the bolt below the boiler hold several whale,11,11
6845,train,noun,2,target_noun_att2_opp,panda,pandas,panda,pandas,The spiders near the boxes beside the houses hold every,The spiders near the box beside the house hold several,The spiders near the boxes beside the houses hold every panda,The spiders near the boxes beside the houses hold every pandas,The spiders near the box beside the house hold several pandas,The spiders near the box beside the house hold several panda,11,11
6846,train,noun,2,target_noun_att2_opp,ray,rays,ray,rays,The kits alongside the sockets near the wires hold every,The kits alongside the socket near the wire hold several,The kits alongside the sockets near the wires hold every ray,The kits alongside the sockets near the wires hold every rays,The kits alongside the socket near the wire hold several rays,The kits alongside the socket near the wire hold several ray,11,11
6847,train,noun,2,target_noun_att2_opp,bear,bears,bear,bears,The puppies around the sofas opposite the stools hold one,The puppies around the sofa opposite the stool hold many,The puppies around the sofas opposite the stools hold one bear,The puppies around the sofas opposite the stools hold one bears,The puppies around the sofa opposite the stool hold many bears,The puppies around the sofa opposite the stool hold many bear,11,11
6848,train,noun,2,target_noun_att2_opp,dog,dogs,dog,dogs,The goats around the cabinets opposite the sofas hold every,The goats around the cabinet opposite the sofa hold several,The goats around the cabinets opposite the sofas hold every dog,The goats around the cabinets opposite the sofas hold every dogs,The goats around the cabinet opposite the sofa hold several dogs,The goats around the cabinet opposite the sofa hold several dog,11,11
6849,train,noun,2,target_noun_att2_opp,cat,cats,cat,cats,The bears opposite the sofas alongside the stools hold every,The bears opposite the sofa alongside the stool hold several,The bears opposite the sofas alongside the stools hold every cat,The bears opposite the sofas alongside the stools hold every cats,The bears opposite the sofa alongside the stool hold several cats,The bears opposite the sofa alongside the stool hold several cat,11,11
6850,train,noun,2,target_noun_att2_opp,dog,dogs,dog,dogs,The spiders around the cabinets opposite the sofas hold every,The spiders around the cabinet opposite the sofa hold several,The spiders around the cabinets opposite the sofas hold every dog,The spiders around the cabinets opposite the sofas hold every dogs,The spiders around the cabinet opposite the sofa hold several dogs,The spiders around the cabinet opposite the sofa hold several dog,11,11
6851,train,noun,2,target_noun_att2_opp,monitor,monitors,monitor,monitors,The puppies around the poles opposite the signs hold one,The puppies around the pole opposite the sign hold many,The puppies around the poles opposite the signs hold one monitor,The puppies around the poles opposite the signs hold one monitors,The puppies around the pole opposite the sign hold many monitors,The puppies around the pole opposite the sign hold many monitor,11,11
6852,train,noun,2,target_noun_att2_opp,dog,dogs,dog,dogs,The dogs around the cabinets opposite the sofas hold one,The dogs around the cabinet opposite the sofa hold many,The dogs around the cabinets opposite the sofas hold one dog,The dogs around the cabinets opposite the sofas hold one dogs,The dogs around the cabinet opposite the sofa hold many dogs,The dogs around the cabinet opposite the sofa hold many dog,11,11
6853,train,noun,2,target_noun_att2_opp,panda,pandas,panda,pandas,The ticks near the boxes beside the houses hold every,The ticks near the box beside the house hold several,The ticks near the boxes beside the houses hold every panda,The ticks near the boxes beside the houses hold every pandas,The ticks near the box beside the house hold several pandas,The ticks near the box beside the house hold several panda,11,11
