idx,target_type,attractors,target_num,condition,subject_word,target_word,base_sentence,good,bad,tok_len
5076,copula,2,sg,target_copula_num_sg_att2_pl,cub,is,The cub outside the fountains opposite the columns,The cub outside the fountains opposite the columns is,The cub outside the fountains opposite the columns are,10
5077,copula,2,sg,target_copula_num_sg_att2_pl,dolphin,is,The dolphin alongside the milestones near the culverts,The dolphin alongside the milestones near the culverts is,The dolphin alongside the milestones near the culverts are,10
5078,copula,2,sg,target_copula_num_sg_att2_pl,hornet,is,The hornet outside the desks opposite the sofas,The hornet outside the desks opposite the sofas is,The hornet outside the desks opposite the sofas are,10
5079,copula,2,sg,target_copula_num_sg_att2_pl,mule,is,The mule by the fences above the rocks,The mule by the fences above the rocks is,The mule by the fences above the rocks are,10
5080,copula,2,pl,target_copula_num_pl_att2_sg,swans,are,The swans beneath the mailbox around the trough,The swans beneath the mailbox around the trough are,The swans beneath the mailbox around the trough is,10
5081,copula,2,pl,target_copula_num_pl_att2_sg,foxs,are,The foxs opposite the well alongside the stove,The foxs opposite the well alongside the stove are,The foxs opposite the well alongside the stove is,10
5082,copula,2,sg,target_copula_num_sg_att2_pl,bear,is,The bear beside the tents past the cottages,The bear beside the tents past the cottages is,The bear beside the tents past the cottages are,10
5083,copula,2,pl,target_copula_num_pl_att2_sg,gnats,are,The gnats outside the cabin opposite the tent,The gnats outside the cabin opposite the tent are,The gnats outside the cabin opposite the tent is,10
5084,copula,2,pl,target_copula_num_pl_att2_sg,crabs,are,The crabs above the pole below the sign,The crabs above the pole below the sign are,The crabs above the pole below the sign is,10
5085,copula,2,sg,target_copula_num_sg_att2_pl,parrot,is,The parrot beneath the chairs around the sheds,The parrot beneath the chairs around the sheds is,The parrot beneath the chairs around the sheds are,10
5086,copula,2,pl,target_copula_num_pl_att2_sg,mongooses,are,The mongooses by the shed above the barn,The mongooses by the shed above the barn are,The mongooses by the shed above the barn is,10
5087,copula,2,sg,target_copula_num_sg_att2_pl,walrus,is,The walrus atop the tables outside the houses,The walrus atop the tables outside the houses is,The walrus atop the tables outside the houses are,10
5088,copula,2,pl,target_copula_num_pl_att2_sg,tapirs,are,The tapirs past the statue under the hedge,The tapirs past the statue under the hedge are,The tapirs past the statue under the hedge is,10
5089,copula,2,pl,target_copula_num_pl_att2_sg,dolphins,are,The dolphins alongside the awning near the canopy,The dolphins alongside the awning near the canopy are,The dolphins alongside the awning near the canopy is,10
5090,copula,2,pl,target_copula_num_pl_att2_sg,egrets,are,The egrets beneath the bench around the post,The egrets beneath the bench around the post are,The egrets beneath the bench around the post is,10
5091,copula,2,pl,target_copula_num_pl_att2_sg,moles,are,The moles atop the statue outside the hedge,The moles atop the statue outside the hedge are,The moles atop the statue outside the hedge is,10
5092,copula,2,sg,target_copula_num_sg_att2_pl,donkey,is,The donkey under the gates by the fences,The donkey under the gates by the fences is,The donkey under the gates by the fences are,10
5093,copula,2,pl,target_copula_num_pl_att2_sg,basss,are,The basss beside the balcony past the staircase,The basss beside the balcony past the staircase are,The basss beside the balcony past the staircase is,10
5094,copula,2,sg,target_copula_num_sg_att2_pl,jackal,is,The jackal opposite the boxes alongside the walls,The jackal opposite the boxes alongside the walls is,The jackal opposite the boxes alongside the walls are,10
5095,copula,2,pl,target_copula_num_pl_att2_sg,mares,are,The mares past the cottage under the garage,The mares past the cottage under the garage are,The mares past the cottage under the garage is,10
5096,copula,2,sg,target_copula_num_sg_att2_pl,mamba,is,The mamba around the posts between the windows,The mamba around the posts between the windows is,The mamba around the posts between the windows are,10
5097,copula,2,sg,target_copula_num_sg_att2_pl,rattler,is,The rattler outside the houses opposite the ponds,The rattler outside the houses opposite the ponds is,The rattler outside the houses opposite the ponds are,10
5098,copula,2,pl,target_copula_num_pl_att2_sg,tapirs,are,The tapirs near the wagon behind the ladder,The tapirs near the wagon behind the ladder are,The tapirs near the wagon behind the ladder is,10
5099,copula,2,sg,target_copula_num_sg_att2_pl,penguin,is,The penguin opposite the sofas alongside the stools,The penguin opposite the sofas alongside the stools is,The penguin opposite the sofas alongside the stools are,10
5100,copula,2,sg,target_copula_num_sg_att2_pl,bison,is,The bison above the rocks below the lamps,The bison above the rocks below the lamps is,The bison above the rocks below the lamps are,10
5101,copula,2,pl,target_copula_num_pl_att2_sg,egrets,are,The egrets around the box between the wall,The egrets around the box between the wall are,The egrets around the box between the wall is,10
5102,copula,2,pl,target_copula_num_pl_att2_sg,otters,are,The otters outside the coop opposite the hive,The otters outside the coop opposite the hive are,The otters outside the coop opposite the hive is,10
5103,copula,2,pl,target_copula_num_pl_att2_sg,ibiss,are,The ibiss behind the ladder beside the pillar,The ibiss behind the ladder beside the pillar are,The ibiss behind the ladder beside the pillar is,10
5104,copula,2,pl,target_copula_num_pl_att2_sg,skunks,are,The skunks above the rock below the lamp,The skunks above the rock below the lamp are,The skunks above the rock below the lamp is,10
5105,copula,2,sg,target_copula_num_sg_att2_pl,lobster,is,The lobster past the signs under the mailboxes,The lobster past the signs under the mailboxes is,The lobster past the signs under the mailboxes are,10
5106,copula,2,pl,target_copula_num_pl_att2_sg,cougars,are,The cougars behind the house beside the pond,The cougars behind the house beside the pond are,The cougars behind the house beside the pond is,10
5107,copula,2,sg,target_copula_num_sg_att2_pl,koala,is,The koala opposite the posts alongside the windows,The koala opposite the posts alongside the windows is,The koala opposite the posts alongside the windows are,10
5108,copula,2,pl,target_copula_num_pl_att2_sg,tapirs,are,The tapirs above the barn below the cart,The tapirs above the barn below the cart are,The tapirs above the barn below the cart is,10
5109,copula,2,pl,target_copula_num_pl_att2_sg,buntings,are,The buntings near the wagon behind the ladder,The buntings near the wagon behind the ladder are,The buntings near the wagon behind the ladder is,10
5110,copula,2,pl,target_copula_num_pl_att2_sg,skinks,are,The skinks beside the rock past the lamp,The skinks beside the rock past the lamp are,The skinks beside the rock past the lamp is,10
5111,copula,2,pl,target_copula_num_pl_att2_sg,bisons,are,The bisons above the rock below the lamp,The bisons above the rock below the lamp are,The bisons above the rock below the lamp is,10
5112,copula,2,pl,target_copula_num_pl_att2_sg,jackals,are,The jackals near the door behind the crate,The jackals near the door behind the crate are,The jackals near the door behind the crate is,10
5113,copula,2,pl,target_copula_num_pl_att2_sg,condors,are,The condors below the cart beneath the bench,The condors below the cart beneath the bench are,The condors below the cart beneath the bench is,10
5114,copula,2,sg,target_copula_num_sg_att2_pl,ibex,is,The ibex atop the doors outside the crates,The ibex atop the doors outside the crates is,The ibex atop the doors outside the crates are,10
5115,copula,2,pl,target_copula_num_pl_att2_sg,falcons,are,The falcons near the mirror behind the clock,The falcons near the mirror behind the clock are,The falcons near the mirror behind the clock is,10
5116,copula,2,pl,target_copula_num_pl_att2_sg,coyotes,are,The coyotes outside the bench opposite the post,The coyotes outside the bench opposite the post are,The coyotes outside the bench opposite the post is,10
5117,copula,2,pl,target_copula_num_pl_att2_sg,moths,are,The moths beneath the bush around the stump,The moths beneath the bush around the stump are,The moths beneath the bush around the stump is,10
5118,copula,2,sg,target_copula_num_sg_att2_pl,duck,is,The duck outside the fountains opposite the columns,The duck outside the fountains opposite the columns is,The duck outside the fountains opposite the columns are,10
5119,copula,2,sg,target_copula_num_sg_att2_pl,rattler,is,The rattler around the boxes between the walls,The rattler around the boxes between the walls is,The rattler around the boxes between the walls are,10
5120,copula,2,sg,target_copula_num_sg_att2_pl,jaguar,is,The jaguar past the bridges under the gates,The jaguar past the bridges under the gates is,The jaguar past the bridges under the gates are,10
5121,copula,2,pl,target_copula_num_pl_att2_sg,tahrs,are,The tahrs under the hedge by the well,The tahrs under the hedge by the well are,The tahrs under the hedge by the well is,10
5122,copula,2,pl,target_copula_num_pl_att2_sg,mongooses,are,The mongooses below the cart beneath the bench,The mongooses below the cart beneath the bench are,The mongooses below the cart beneath the bench is,10
5123,copula,2,pl,target_copula_num_pl_att2_sg,ravens,are,The ravens beside the pillar past the statue,The ravens beside the pillar past the statue are,The ravens beside the pillar past the statue is,10
5124,copula,2,sg,target_copula_num_sg_att2_pl,lamb,is,The lamb opposite the columns alongside the arches,The lamb opposite the columns alongside the arches is,The lamb opposite the columns alongside the arches are,10
5125,copula,2,pl,target_copula_num_pl_att2_sg,ducks,are,The ducks between the log atop the boulder,The ducks between the log atop the boulder are,The ducks between the log atop the boulder is,10
5126,copula,2,sg,target_copula_num_sg_att2_pl,wren,is,The wren behind the cabins beside the tents,The wren behind the cabins beside the tents is,The wren behind the cabins beside the tents are,10
5127,copula,2,sg,target_copula_num_sg_att2_pl,lamb,is,The lamb outside the fountains opposite the columns,The lamb outside the fountains opposite the columns is,The lamb outside the fountains opposite the columns are,10
5128,copula,2,sg,target_copula_num_sg_att2_pl,quoll,is,The quoll around the sofas between the stools,The quoll around the sofas between the stools is,The quoll around the sofas between the stools are,10
5129,copula,2,sg,target_copula_num_sg_att2_pl,camel,is,The camel beneath the doorways around the thresholds,The camel beneath the doorways around the thresholds is,The camel beneath the doorways around the thresholds are,10
5130,copula,2,pl,target_copula_num_pl_att2_sg,tigers,are,The tigers beneath the hedge around the well,The tigers beneath the hedge around the well are,The tigers beneath the hedge around the well is,10
5131,copula,2,pl,target_copula_num_pl_att2_sg,warblers,are,The warblers outside the chimney opposite the rooftop,The warblers outside the chimney opposite the rooftop are,The warblers outside the chimney opposite the rooftop is,10
5132,copula,2,pl,target_copula_num_pl_att2_sg,bisons,are,The bisons near the door behind the crate,The bisons near the door behind the crate are,The bisons near the door behind the crate is,10
5133,copula,2,sg,target_copula_num_sg_att2_pl,coyote,is,The coyote by the fences above the rocks,The coyote by the fences above the rocks is,The coyote by the fences above the rocks are,10
5134,copula,2,pl,target_copula_num_pl_att2_sg,dolphins,are,The dolphins near the planter behind the urn,The dolphins near the planter behind the urn are,The dolphins near the planter behind the urn is,10
5135,copula,2,sg,target_copula_num_sg_att2_pl,mouse,is,The mouse opposite the hives alongside the nests,The mouse opposite the hives alongside the nests is,The mouse opposite the hives alongside the nests are,10
5136,copula,2,sg,target_copula_num_sg_att2_pl,mongoose,is,The mongoose behind the stumps beside the logs,The mongoose behind the stumps beside the logs is,The mongoose behind the stumps beside the logs are,10
5137,copula,2,pl,target_copula_num_pl_att2_sg,newts,are,The newts outside the fountain opposite the column,The newts outside the fountain opposite the column are,The newts outside the fountain opposite the column is,10
5138,copula,2,sg,target_copula_num_sg_att2_pl,newt,is,The newt under the mirrors by the clocks,The newt under the mirrors by the clocks is,The newt under the mirrors by the clocks are,10
5139,copula,2,pl,target_copula_num_pl_att2_sg,tapirs,are,The tapirs around the post between the window,The tapirs around the post between the window are,The tapirs around the post between the window is,10
5140,copula,2,sg,target_copula_num_sg_att2_pl,quail,is,The quail behind the crates beside the baskets,The quail behind the crates beside the baskets is,The quail behind the crates beside the baskets are,10
5141,copula,2,sg,target_copula_num_sg_att2_pl,bunting,is,The bunting between the walls atop the tables,The bunting between the walls atop the tables is,The bunting between the walls atop the tables are,10
5142,copula,2,sg,target_copula_num_sg_att2_pl,rat,is,The rat opposite the wells alongside the stoves,The rat opposite the wells alongside the stoves is,The rat opposite the wells alongside the stoves are,10
5143,copula,2,sg,target_copula_num_sg_att2_pl,mare,is,The mare past the milestones under the culverts,The mare past the milestones under the culverts is,The mare past the milestones under the culverts are,10
5144,copula,2,pl,target_copula_num_pl_att2_sg,falcons,are,The falcons opposite the post alongside the window,The falcons opposite the post alongside the window are,The falcons opposite the post alongside the window is,10
5145,copula,2,pl,target_copula_num_pl_att2_sg,jaguars,are,The jaguars beside the vase past the plant,The jaguars beside the vase past the plant are,The jaguars beside the vase past the plant is,10
5146,copula,2,sg,target_copula_num_sg_att2_pl,bunting,is,The bunting around the posts between the windows,The bunting around the posts between the windows is,The bunting around the posts between the windows are,10
5147,copula,2,pl,target_copula_num_pl_att2_sg,squirrels,are,The squirrels atop the tree outside the car,The squirrels atop the tree outside the car are,The squirrels atop the tree outside the car is,10
5148,copula,2,sg,target_copula_num_sg_att2_pl,doe,is,The doe around the stumps between the logs,The doe around the stumps between the logs is,The doe around the stumps between the logs are,10
5149,copula,2,sg,target_copula_num_sg_att2_pl,mongoose,is,The mongoose alongside the barrels near the wagons,The mongoose alongside the barrels near the wagons is,The mongoose alongside the barrels near the wagons are,10
5150,copula,2,pl,target_copula_num_pl_att2_sg,buzzards,are,The buzzards opposite the vase alongside the plant,The buzzards opposite the vase alongside the plant are,The buzzards opposite the vase alongside the plant is,10
5151,copula,2,pl,target_copula_num_pl_att2_sg,okapis,are,The okapis near the bush behind the stump,The okapis near the bush behind the stump are,The okapis near the bush behind the stump is,10
5152,copula,2,pl,target_copula_num_pl_att2_sg,crabs,are,The crabs near the tower behind the cabin,The crabs near the tower behind the cabin are,The crabs near the tower behind the cabin is,10
5153,copula,2,pl,target_copula_num_pl_att2_sg,ferrets,are,The ferrets below the staircase beneath the doorway,The ferrets below the staircase beneath the doorway are,The ferrets below the staircase beneath the doorway is,10
5154,copula,2,pl,target_copula_num_pl_att2_sg,fleas,are,The fleas past the sign under the mailbox,The fleas past the sign under the mailbox are,The fleas past the sign under the mailbox is,10
5155,copula,2,sg,target_copula_num_sg_att2_pl,goose,is,The goose behind the lanterns beside the buckets,The goose behind the lanterns beside the buckets is,The goose behind the lanterns beside the buckets are,10
5156,copula,2,pl,target_copula_num_pl_att2_sg,moles,are,The moles near the tower behind the cabin,The moles near the tower behind the cabin are,The moles near the tower behind the cabin is,10
5157,copula,2,sg,target_copula_num_sg_att2_pl,doe,is,The doe alongside the arches near the towers,The doe alongside the arches near the towers is,The doe alongside the arches near the towers are,10
5158,copula,2,sg,target_copula_num_sg_att2_pl,jaguar,is,The jaguar opposite the boxes alongside the walls,The jaguar opposite the boxes alongside the walls is,The jaguar opposite the boxes alongside the walls are,10
5159,copula,2,sg,target_copula_num_sg_att2_pl,bear,is,The bear around the ladders between the pillars,The bear around the ladders between the pillars is,The bear around the ladders between the pillars are,10
5160,copula,2,sg,target_copula_num_sg_att2_pl,warbler,is,The warbler behind the fences beside the rocks,The warbler behind the fences beside the rocks is,The warbler behind the fences beside the rocks are,10
5161,copula,2,pl,target_copula_num_pl_att2_sg,herons,are,The herons above the pole below the sign,The herons above the pole below the sign are,The herons above the pole below the sign is,10
5162,copula,2,sg,target_copula_num_sg_att2_pl,clam,is,The clam alongside the milestones near the culverts,The clam alongside the milestones near the culverts is,The clam alongside the milestones near the culverts are,10
5163,copula,2,sg,target_copula_num_sg_att2_pl,antelope,is,The antelope above the rocks below the lamps,The antelope above the rocks below the lamps is,The antelope above the rocks below the lamps are,10
5164,copula,2,sg,target_copula_num_sg_att2_pl,lion,is,The lion opposite the sheds alongside the barns,The lion opposite the sheds alongside the barns is,The lion opposite the sheds alongside the barns are,10
5165,copula,2,pl,target_copula_num_pl_att2_sg,bobcats,are,The bobcats atop the cabinet outside the desk,The bobcats atop the cabinet outside the desk are,The bobcats atop the cabinet outside the desk is,10
5166,copula,2,sg,target_copula_num_sg_att2_pl,carp,is,The carp opposite the signposts alongside the milestones,The carp opposite the signposts alongside the milestones is,The carp opposite the signposts alongside the milestones are,10
5167,copula,2,pl,target_copula_num_pl_att2_sg,vipers,are,The vipers around the box between the wall,The vipers around the box between the wall are,The vipers around the box between the wall is,10
5168,copula,2,sg,target_copula_num_sg_att2_pl,falcon,is,The falcon opposite the sofas alongside the stools,The falcon opposite the sofas alongside the stools is,The falcon opposite the sofas alongside the stools are,10
5169,copula,2,pl,target_copula_num_pl_att2_sg,puffins,are,The puffins by the ladder above the pillar,The puffins by the ladder above the pillar are,The puffins by the ladder above the pillar is,10
5170,copula,2,sg,target_copula_num_sg_att2_pl,gnu,is,The gnu near the gates behind the fences,The gnu near the gates behind the fences is,The gnu near the gates behind the fences are,10
5171,copula,2,pl,target_copula_num_pl_att2_sg,ibiss,are,The ibiss beside the balcony past the staircase,The ibiss beside the balcony past the staircase are,The ibiss beside the balcony past the staircase is,10
5172,copula,2,sg,target_copula_num_sg_att2_pl,pangolin,is,The pangolin between the windows atop the doors,The pangolin between the windows atop the doors is,The pangolin between the windows atop the doors are,10
5173,copula,2,sg,target_copula_num_sg_att2_pl,tortoise,is,The tortoise beside the baskets past the barrels,The tortoise beside the baskets past the barrels is,The tortoise beside the baskets past the barrels are,10
5174,copula,2,pl,target_copula_num_pl_att2_sg,moths,are,The moths below the sign beneath the mailbox,The moths below the sign beneath the mailbox are,The moths below the sign beneath the mailbox is,10
5175,copula,2,sg,target_copula_num_sg_att2_pl,numbat,is,The numbat beneath the benches around the posts,The numbat beneath the benches around the posts is,The numbat beneath the benches around the posts are,10
5176,copula,2,pl,target_copula_num_pl_att2_sg,wombats,are,The wombats beside the pond past the bridge,The wombats beside the pond past the bridge are,The wombats beside the pond past the bridge is,10
5177,copula,2,pl,target_copula_num_pl_att2_sg,storks,are,The storks below the cart beneath the bench,The storks below the cart beneath the bench are,The storks below the cart beneath the bench is,10
5178,copula,2,sg,target_copula_num_sg_att2_pl,owl,is,The owl by the clocks above the vases,The owl by the clocks above the vases is,The owl by the clocks above the vases are,10
5179,copula,2,pl,target_copula_num_pl_att2_sg,wolfs,are,The wolfs near the cabinet behind the desk,The wolfs near the cabinet behind the desk are,The wolfs near the cabinet behind the desk is,10
5180,copula,2,sg,target_copula_num_sg_att2_pl,hawk,is,The hawk outside the fountains opposite the columns,The hawk outside the fountains opposite the columns is,The hawk outside the fountains opposite the columns are,10
5181,copula,2,sg,target_copula_num_sg_att2_pl,ferret,is,The ferret near the tables behind the houses,The ferret near the tables behind the houses is,The ferret near the tables behind the houses are,10
5182,copula,2,pl,target_copula_num_pl_att2_sg,foxs,are,The foxs beneath the bush around the stump,The foxs beneath the bush around the stump are,The foxs beneath the bush around the stump is,10
5183,copula,2,pl,target_copula_num_pl_att2_sg,cranes,are,The cranes opposite the pond alongside the bridge,The cranes opposite the pond alongside the bridge are,The cranes opposite the pond alongside the bridge is,10
5184,copula,2,pl,target_copula_num_pl_att2_sg,pelicans,are,The pelicans past the barrel under the wagon,The pelicans past the barrel under the wagon are,The pelicans past the barrel under the wagon is,10
5185,copula,2,pl,target_copula_num_pl_att2_sg,termites,are,The termites outside the lantern opposite the bucket,The termites outside the lantern opposite the bucket are,The termites outside the lantern opposite the bucket is,10
5186,copula,2,sg,target_copula_num_sg_att2_pl,bee,is,The bee by the porches above the poles,The bee by the porches above the poles is,The bee by the porches above the poles are,10
5187,copula,2,pl,target_copula_num_pl_att2_sg,squirrels,are,The squirrels under the gate by the fence,The squirrels under the gate by the fence are,The squirrels under the gate by the fence is,10
5188,copula,2,pl,target_copula_num_pl_att2_sg,newts,are,The newts above the vase below the plant,The newts above the vase below the plant are,The newts above the vase below the plant is,10
5189,copula,2,sg,target_copula_num_sg_att2_pl,raccoon,is,The raccoon by the fences above the rocks,The raccoon by the fences above the rocks is,The raccoon by the fences above the rocks are,10
5190,copula,2,sg,target_copula_num_sg_att2_pl,pig,is,The pig opposite the columns alongside the arches,The pig opposite the columns alongside the arches is,The pig opposite the columns alongside the arches are,10
5191,copula,2,sg,target_copula_num_sg_att2_pl,ant,is,The ant alongside the arches near the towers,The ant alongside the arches near the towers is,The ant alongside the arches near the towers are,10
5192,copula,2,sg,target_copula_num_sg_att2_pl,rabbit,is,The rabbit past the milestones under the culverts,The rabbit past the milestones under the culverts is,The rabbit past the milestones under the culverts are,10
5193,copula,2,pl,target_copula_num_pl_att2_sg,moles,are,The moles above the vase below the plant,The moles above the vase below the plant are,The moles above the vase below the plant is,10
5194,copula,2,sg,target_copula_num_sg_att2_pl,whale,is,The whale by the thresholds above the alcoves,The whale by the thresholds above the alcoves is,The whale by the thresholds above the alcoves are,10
5195,copula,2,pl,target_copula_num_pl_att2_sg,carps,are,The carps outside the lantern opposite the bucket,The carps outside the lantern opposite the bucket are,The carps outside the lantern opposite the bucket is,10
5196,copula,2,pl,target_copula_num_pl_att2_sg,foxs,are,The foxs past the cottage under the garage,The foxs past the cottage under the garage are,The foxs past the cottage under the garage is,10
5197,copula,2,pl,target_copula_num_pl_att2_sg,warblers,are,The warblers by the shed above the barn,The warblers by the shed above the barn are,The warblers by the shed above the barn is,10
5198,copula,2,pl,target_copula_num_pl_att2_sg,squids,are,The squids outside the house opposite the pond,The squids outside the house opposite the pond are,The squids outside the house opposite the pond is,10
5199,copula,2,sg,target_copula_num_sg_att2_pl,octopus,is,The octopus opposite the ponds alongside the bridges,The octopus opposite the ponds alongside the bridges is,The octopus opposite the ponds alongside the bridges are,10
5200,copula,2,pl,target_copula_num_pl_att2_sg,gooses,are,The gooses above the vase below the plant,The gooses above the vase below the plant are,The gooses above the vase below the plant is,10
5201,copula,2,sg,target_copula_num_sg_att2_pl,marten,is,The marten behind the houses beside the ponds,The marten behind the houses beside the ponds is,The marten behind the houses beside the ponds are,10
5202,copula,2,sg,target_copula_num_sg_att2_pl,jackal,is,The jackal below the lamps beneath the chairs,The jackal below the lamps beneath the chairs is,The jackal below the lamps beneath the chairs are,10
5203,copula,2,sg,target_copula_num_sg_att2_pl,gazelle,is,The gazelle opposite the boxes alongside the walls,The gazelle opposite the boxes alongside the walls is,The gazelle opposite the boxes alongside the walls are,10
5204,copula,2,pl,target_copula_num_pl_att2_sg,pelicans,are,The pelicans above the pillar below the statue,The pelicans above the pillar below the statue are,The pelicans above the pillar below the statue is,10
5205,copula,2,sg,target_copula_num_sg_att2_pl,okapi,is,The okapi below the towers beneath the cabins,The okapi below the towers beneath the cabins is,The okapi below the towers beneath the cabins are,10
5206,copula,2,pl,target_copula_num_pl_att2_sg,stoats,are,The stoats below the staircase beneath the doorway,The stoats below the staircase beneath the doorway are,The stoats below the staircase beneath the doorway is,10
5207,copula,2,pl,target_copula_num_pl_att2_sg,dingos,are,The dingos under the wagon by the ladder,The dingos under the wagon by the ladder are,The dingos under the wagon by the ladder is,10
5208,copula,2,pl,target_copula_num_pl_att2_sg,jaguars,are,The jaguars opposite the box alongside the wall,The jaguars opposite the box alongside the wall are,The jaguars opposite the box alongside the wall is,10
5209,copula,2,pl,target_copula_num_pl_att2_sg,turkeys,are,The turkeys above the pillar below the statue,The turkeys above the pillar below the statue are,The turkeys above the pillar below the statue is,10
5210,copula,2,pl,target_copula_num_pl_att2_sg,zebras,are,The zebras alongside the wall near the table,The zebras alongside the wall near the table are,The zebras alongside the wall near the table is,10
5211,copula,2,pl,target_copula_num_pl_att2_sg,quolls,are,The quolls below the tower beneath the cabin,The quolls below the tower beneath the cabin are,The quolls below the tower beneath the cabin is,10
5212,copula,2,pl,target_copula_num_pl_att2_sg,quails,are,The quails atop the cabinet outside the desk,The quails atop the cabinet outside the desk are,The quails atop the cabinet outside the desk is,10
5213,copula,2,pl,target_copula_num_pl_att2_sg,jays,are,The jays by the shed above the barn,The jays by the shed above the barn are,The jays by the shed above the barn is,10
5214,copula,2,sg,target_copula_num_sg_att2_pl,stork,is,The stork between the walls atop the tables,The stork between the walls atop the tables is,The stork between the walls atop the tables are,10
5215,copula,2,sg,target_copula_num_sg_att2_pl,cod,is,The cod outside the lanterns opposite the buckets,The cod outside the lanterns opposite the buckets is,The cod outside the lanterns opposite the buckets are,10
5216,copula,2,pl,target_copula_num_pl_att2_sg,squids,are,The squids beside the balcony past the staircase,The squids beside the balcony past the staircase are,The squids beside the balcony past the staircase is,10
5217,copula,2,pl,target_copula_num_pl_att2_sg,boas,are,The boas between the window atop the door,The boas between the window atop the door are,The boas between the window atop the door is,10
5218,copula,2,pl,target_copula_num_pl_att2_sg,coyotes,are,The coyotes alongside the window near the door,The coyotes alongside the window near the door are,The coyotes alongside the window near the door is,10
5219,copula,2,sg,target_copula_num_sg_att2_pl,shrew,is,The shrew alongside the walls near the tables,The shrew alongside the walls near the tables is,The shrew alongside the walls near the tables are,10
5220,copula,2,pl,target_copula_num_pl_att2_sg,squids,are,The squids near the gate behind the fence,The squids near the gate behind the fence are,The squids near the gate behind the fence is,10
5221,copula,2,sg,target_copula_num_sg_att2_pl,kit,is,The kit opposite the columns alongside the arches,The kit opposite the columns alongside the arches is,The kit opposite the columns alongside the arches are,10
5222,copula,2,pl,target_copula_num_pl_att2_sg,hyenas,are,The hyenas around the column between the arch,The hyenas around the column between the arch are,The hyenas around the column between the arch is,10
5223,copula,2,sg,target_copula_num_sg_att2_pl,chick,is,The chick opposite the hives alongside the nests,The chick opposite the hives alongside the nests is,The chick opposite the hives alongside the nests are,10
5224,copula,2,pl,target_copula_num_pl_att2_sg,condors,are,The condors beside the pillar past the statue,The condors beside the pillar past the statue are,The condors beside the pillar past the statue is,10
5225,copula,2,sg,target_copula_num_sg_att2_pl,parrot,is,The parrot atop the carts outside the benches,The parrot atop the carts outside the benches is,The parrot atop the carts outside the benches are,10
5226,copula,2,sg,target_copula_num_sg_att2_pl,robin,is,The robin past the milestones under the culverts,The robin past the milestones under the culverts is,The robin past the milestones under the culverts are,10
5227,copula,2,pl,target_copula_num_pl_att2_sg,lynxs,are,The lynxs below the staircase beneath the doorway,The lynxs below the staircase beneath the doorway are,The lynxs below the staircase beneath the doorway is,10
5228,copula,2,pl,target_copula_num_pl_att2_sg,crows,are,The crows behind the desk beside the sofa,The crows behind the desk beside the sofa are,The crows behind the desk beside the sofa is,10
5229,copula,2,sg,target_copula_num_sg_att2_pl,oyster,is,The oyster atop the towers outside the cabins,The oyster atop the towers outside the cabins is,The oyster atop the towers outside the cabins are,10
5230,copula,2,sg,target_copula_num_sg_att2_pl,mink,is,The mink outside the cars opposite the boxes,The mink outside the cars opposite the boxes is,The mink outside the cars opposite the boxes are,10
5231,copula,2,pl,target_copula_num_pl_att2_sg,jaguars,are,The jaguars past the plant under the bush,The jaguars past the plant under the bush are,The jaguars past the plant under the bush is,10
5232,copula,2,sg,target_copula_num_sg_att2_pl,chameleon,is,The chameleon near the gates behind the fences,The chameleon near the gates behind the fences is,The chameleon near the gates behind the fences are,10
5233,copula,2,sg,target_copula_num_sg_att2_pl,gnat,is,The gnat beside the poles past the signs,The gnat beside the poles past the signs is,The gnat beside the poles past the signs are,10
5234,copula,2,pl,target_copula_num_pl_att2_sg,jays,are,The jays beneath the car around the box,The jays beneath the car around the box are,The jays beneath the car around the box is,10
5235,copula,2,pl,target_copula_num_pl_att2_sg,falcons,are,The falcons opposite the tent alongside the cottage,The falcons opposite the tent alongside the cottage are,The falcons opposite the tent alongside the cottage is,10
5236,copula,2,sg,target_copula_num_sg_att2_pl,minnow,is,The minnow outside the desks opposite the sofas,The minnow outside the desks opposite the sofas is,The minnow outside the desks opposite the sofas are,10
5237,copula,2,sg,target_copula_num_sg_att2_pl,bilby,is,The bilby around the sofas between the stools,The bilby around the sofas between the stools is,The bilby around the sofas between the stools are,10
5238,copula,2,pl,target_copula_num_pl_att2_sg,bisons,are,The bisons outside the bench opposite the post,The bisons outside the bench opposite the post are,The bisons outside the bench opposite the post is,10
5239,copula,2,pl,target_copula_num_pl_att2_sg,hens,are,The hens beneath the bush around the stump,The hens beneath the bush around the stump are,The hens beneath the bush around the stump is,10
5240,copula,2,pl,target_copula_num_pl_att2_sg,vipers,are,The vipers beside the rock past the lamp,The vipers beside the rock past the lamp are,The vipers beside the rock past the lamp is,10
5241,copula,2,sg,target_copula_num_sg_att2_pl,gopher,is,The gopher below the lamps beneath the chairs,The gopher below the lamps beneath the chairs is,The gopher below the lamps beneath the chairs are,10
5242,copula,2,pl,target_copula_num_pl_att2_sg,zebras,are,The zebras behind the chimney beside the rooftop,The zebras behind the chimney beside the rooftop are,The zebras behind the chimney beside the rooftop is,10
5243,copula,2,pl,target_copula_num_pl_att2_sg,parrots,are,The parrots beside the pond past the bridge,The parrots beside the pond past the bridge are,The parrots beside the pond past the bridge is,10
5244,copula,2,pl,target_copula_num_pl_att2_sg,crows,are,The crows between the pillar atop the statue,The crows between the pillar atop the statue are,The crows between the pillar atop the statue is,10
