idx,split,target_type,attractors,condition,subject_word_sg,subject_word_pl,target_word_sg,target_word_pl,base_sentence_sg,base_sentence_pl,good_singular,bad_singular,good_plural,bad_plural,tok_len_sg,tok_len_pl,set_id,singular_item_id,plural_item_id
3848,test,verb,1,target_verb_att1_opp,wolf,wolves,is,are,The restless wolf opposite the poles,The restless wolves opposite the pole,The restless wolf opposite the poles is,The restless wolf opposite the poles are,The restless wolves opposite the pole are,The restless wolves opposite the pole is,7,7,617778a6-5b36-4f21-8ffb-96adb6bd1854,d92958df-ce57-4f49-a601-df146135fa77,badc32bb-2366-4a29-bf73-c31bf19e9cac
3849,test,verb,1,target_verb_att1_opp,puppy,puppies,signals,signal,The strange puppy beside the fences,The strange puppies beside the fence,The strange puppy beside the fences signals,The strange puppy beside the fences signal,The strange puppies beside the fence signal,The strange puppies beside the fence signals,7,7,59ea6c1f-7041-409a-8ecf-0eab2fd9c618,dd1edd06-e484-4b82-9cd1-327c259a08f7,4f135ed7-021c-41c8-bd7a-3fd9484e96f9
3850,test,verb,1,target_verb_att1_opp,bear,bears,threatens,threaten,The restless bear near the pillars,The restless bears near the pillar,The restless bear near the pillars threatens,The restless bear near the pillars threaten,The restless bears near the pillar threaten,The restless bears near the pillar threatens,7,7,b2850f37-279d-4195-8031-8b6662edb894,9616c940-04ce-4a9e-a57e-7cceb6e31370,1cac2295-33f7-4115-a9bf-7316e55f56f9
3851,test,verb,1,target_verb_att1_opp,pig,pigs,is,are,The clumsy pig beside the roots,The clumsy pigs beside the root,The clumsy pig beside the roots is,The clumsy pig beside the roots are,The clumsy pigs beside the root are,The clumsy pigs beside the root is,7,7,e75da4da-93e5-4d6f-b067-25379fb83df4,13369c2f-64b8-46d7-b7b1-afac6018e555,edf64742-d019-4eb0-af43-137d28ebc147
3852,test,verb,1,target_verb_att1_opp,bee,bees,seems,seem,The clever bee atop the tents,The clever bees atop the tent,The clever bee atop the tents seems,The clever bee atop the tents seem,The clever bees atop the tent seem,The clever bees atop the tent seems,7,7,3d0e0ddd-bb60-4319-a586-6d5471fce12d,0aa42f53-3041-42df-a4f3-56b45fbdf957,f8277c8d-e09d-4475-8775-18687e9d1e71
3853,test,verb,1,target_verb_att1_opp,puppy,puppies,enters,enter,The clumsy puppy between the jars,The clumsy puppies between the jar,The clumsy puppy between the jars enters,The clumsy puppy between the jars enter,The clumsy puppies between the jar enter,The clumsy puppies between the jar enters,7,7,7f46f7ec-5344-4e8a-8d4f-25cf2d2fb608,5a9a93fc-7500-459f-9022-bf26d9a65446,6ca3dcb9-025f-4624-b4a5-2faebd1f0f31
3854,test,verb,1,target_verb_att1_opp,goat,goats,circles,circle,The wary goat alongside the baskets,The wary goats alongside the basket,The wary goat alongside the baskets circles,The wary goat alongside the baskets circle,The wary goats alongside the basket circle,The wary goats alongside the basket circles,7,7,432821e2-915d-4cff-bb47-a00630f8ac9b,ac93b9e6-face-4783-bbd0-613e2f49c11e,afc4f853-0ffe-4fa9-a9a7-f6d6c195c45b
3855,test,verb,1,target_verb_att1_opp,bear,bears,is,are,The round bear atop the tents,The round bears atop the tent,The round bear atop the tents is,The round bear atop the tents are,The round bears atop the tent are,The round bears atop the tent is,7,7,c18e9850-a866-4f1a-87a3-ee4a5f87d891,b781af02-d7c8-42fe-bb8f-f50268a3390e,e6a05ba8-fe77-4ba1-8310-f6db6167a7d3
3856,test,verb,1,target_verb_att1_opp,bird,birds,waves,wave,The spotted bird between the sheds,The spotted birds between the shed,The spotted bird between the sheds waves,The spotted bird between the sheds wave,The spotted birds between the shed wave,The spotted birds between the shed waves,7,7,1267f0eb-6f0a-4779-98bc-614780100919,6149889a-4b68-407d-bbe6-0fdf41f9142b,336b61f9-3907-42ef-ada6-a4470beabe44
3857,test,verb,1,target_verb_att1_opp,tick,ticks,is,are,The lively tick beside the bins,The lively ticks beside the bin,The lively tick beside the bins is,The lively tick beside the bins are,The lively ticks beside the bin are,The lively ticks beside the bin is,7,7,c4356ea8-78a8-49ca-92bc-a624ca470647,409a3a82-d3c0-4ed7-a3f8-5b4023731cff,6c165072-ecaf-4c32-82be-a3a65d4283d1
3858,test,verb,1,target_verb_att1_opp,calf,calves,waves,wave,The curious calf opposite the ponds,The curious calves opposite the pond,The curious calf opposite the ponds waves,The curious calf opposite the ponds wave,The curious calves opposite the pond wave,The curious calves opposite the pond waves,7,7,3d97e1e1-439d-4e62-bb6f-41e93a43ae2e,a9509ce5-d78b-4c52-89d5-2577f083c6f5,dc21906f-5586-4fc1-a20e-6f9dcdb8776a
3859,test,verb,1,target_verb_att1_opp,worm,worms,is,are,The clever worm below the locks,The clever worms below the lock,The clever worm below the locks is,The clever worm below the locks are,The clever worms below the lock are,The clever worms below the lock is,7,7,0e915daa-95d5-410a-a340-24fbaa7a75db,81b56d23-96fb-4c9c-b510-ef5cf4a40837,0b0a92c1-16d0-4c13-9b0a-b7a0f847b1df
3860,test,verb,1,target_verb_att1_opp,worm,worms,is,are,The strange worm near the hinges,The strange worms near the hinge,The strange worm near the hinges is,The strange worm near the hinges are,The strange worms near the hinge are,The strange worms near the hinge is,7,7,0c3eace4-5197-4b4a-97b0-ed8260656a4e,f306454a-616b-4607-99bd-c9aa42525ed6,f1b51ea3-21a5-4861-b40d-adf10aa12ee9
3861,test,verb,1,target_verb_att1_opp,mouse,mice,answers,answer,The shy mouse alongside the pens,The shy mice alongside the pen,The shy mouse alongside the pens answers,The shy mouse alongside the pens answer,The shy mice alongside the pen answer,The shy mice alongside the pen answers,7,7,601bbabd-46dd-4ba5-83af-3afd58bcf346,b4cf02be-eb2c-4c5c-8e77-c0ca793da41f,751b399b-35ca-4cf2-8156-e33c9fa9c8a1
3862,test,verb,1,target_verb_att1_opp,tick,ticks,spins,spin,The graceful tick below the locks,The graceful ticks below the lock,The graceful tick below the locks spins,The graceful tick below the locks spin,The graceful ticks below the lock spin,The graceful ticks below the lock spins,7,7,0e4680ba-ad40-4d3c-a9eb-ade1007b59b7,a9412570-a278-496d-911f-9940ad67b050,cce9b160-8429-483c-8063-2286039a75cb
3863,test,verb,1,target_verb_att1_opp,puppy,puppies,leads,lead,The graceful puppy alongside the knobs,The graceful puppies alongside the knob,The graceful puppy alongside the knobs leads,The graceful puppy alongside the knobs lead,The graceful puppies alongside the knob lead,The graceful puppies alongside the knob leads,7,7,571b67c1-771f-4a80-8885-aaa8dfdef96c,fe6bd4dd-dc28-4481-89d4-ecd03d294cf8,40d89358-075e-4891-9d6b-1ace5b57b000
3864,test,verb,1,target_verb_att1_opp,spider,spiders,is,are,The sturdy spider beside the nails,The sturdy spiders beside the nail,The sturdy spider beside the nails is,The sturdy spider beside the nails are,The sturdy spiders beside the nail are,The sturdy spiders beside the nail is,7,7,563b457c-197e-4e44-a026-76a48fb5fb75,f1b31d1d-7f68-4d49-a097-5ab265d9f16a,9808adcc-4e18-45ad-802a-96c2a8517ba1
3865,test,verb,1,target_verb_att1_opp,puppy,puppies,enters,enter,The strange puppy alongside the buckets,The strange puppies alongside the bucket,The strange puppy alongside the buckets enters,The strange puppy alongside the buckets enter,The strange puppies alongside the bucket enter,The strange puppies alongside the bucket enters,7,7,d23d8a4e-a950-4ab6-9880-758100db4d9f,d57e4fd1-a51f-4e04-8dd5-37aac22c099c,e9fedad8-c012-4c38-9f6a-ad4608c49833
3866,test,verb,1,target_verb_att1_opp,ray,rays,tears,tear,The round ray by the sheds,The round rays by the shed,The round ray by the sheds tears,The round ray by the sheds tear,The round rays by the shed tear,The round rays by the shed tears,7,7,2342bb39-69fe-4fd9-bbf3-d59ded86f941,16d97b1a-10e3-42be-b41f-06e97a434106,ad529df4-ed62-4f98-ab02-4e1a7d72616c
3867,test,verb,1,target_verb_att1_opp,mouse,mice,escorts,escort,The spotted mouse opposite the heaps,The spotted mice opposite the heap,The spotted mouse opposite the heaps escorts,The spotted mouse opposite the heaps escort,The spotted mice opposite the heap escort,The spotted mice opposite the heap escorts,7,7,1563d5e9-a955-463e-95b9-b43318786a16,dd43a3f6-b3d8-43d8-8833-a41d33b44807,be1d98c7-2519-4eee-a685-d834dd295759
3868,test,verb,1,target_verb_att1_opp,ant,ants,is,are,The bold ant by the slopes,The bold ants by the slope,The bold ant by the slopes is,The bold ant by the slopes are,The bold ants by the slope are,The bold ants by the slope is,7,7,310ba2eb-0836-47bf-8c15-0db0ef4a6bb6,06949b16-f7dd-443d-8ef9-24dc1a44bcc3,72f4cca3-ac7d-44c2-888e-d05c219b9c0e
3869,test,verb,1,target_verb_att1_opp,spider,spiders,cleans,clean,The gentle spider between the cords,The gentle spiders between the cord,The gentle spider between the cords cleans,The gentle spider between the cords clean,The gentle spiders between the cord clean,The gentle spiders between the cord cleans,7,7,5aeb0d23-42ea-4602-8078-dd29f4a3e7a3,ff5c0b71-60c7-40ef-80d0-c37f73a88f77,be3a728f-09dc-4471-be8e-22c3f64a5774
3870,test,verb,1,target_verb_att1_opp,bear,bears,escorts,escort,The clumsy bear between the jars,The clumsy bears between the jar,The clumsy bear between the jars escorts,The clumsy bear between the jars escort,The clumsy bears between the jar escort,The clumsy bears between the jar escorts,7,7,7da19582-f38e-4f9a-85e0-198f718d9a9b,5091efeb-d5ee-4f95-8bec-19abc8891896,ad1a2fc3-06b2-492a-baa8-05aa767efa29
3871,test,verb,1,target_verb_att1_opp,goat,goats,is,are,The tiny goat below the boards,The tiny goats below the board,The tiny goat below the boards is,The tiny goat below the boards are,The tiny goats below the board are,The tiny goats below the board is,7,7,327e1c7f-5f63-4865-9a92-6045a74ad853,b0a9a007-1f74-4117-91fd-add388a47493,fb95c006-95a8-43a9-abf4-0ef2b826b49e
3872,test,verb,1,target_verb_att1_opp,bee,bees,stacks,stack,The bold bee opposite the doors,The bold bees opposite the door,The bold bee opposite the doors stacks,The bold bee opposite the doors stack,The bold bees opposite the door stack,The bold bees opposite the door stacks,7,7,d696c283-071b-4a53-b1f4-651f071042a7,48087ca9-a5a8-40f6-8a05-c0a8b11ec0cf,7601ce97-ef7d-429a-938d-fcdbd7510da1
3873,test,verb,1,target_verb_att1_opp,spider,spiders,runs,run,The spotted spider opposite the heaps,The spotted spiders opposite the heap,The spotted spider opposite the heaps runs,The spotted spider opposite the heaps run,The spotted spiders opposite the heap run,The spotted spiders opposite the heap runs,7,7,e7cda9a1-10f6-46e4-81d3-627292b69b4d,a8760226-710b-4c02-8450-3fc29d85f873,756d7289-6d70-425b-9c42-9b456693b27a
3874,test,verb,1,target_verb_att1_opp,duck,ducks,is,are,The round duck by the braces,The round ducks by the brace,The round duck by the braces is,The round duck by the braces are,The round ducks by the brace are,The round ducks by the brace is,7,7,5c3610e1-2f78-48bc-93e0-38154ee7f5e0,9fe293f5-8055-41f5-b883-508c7cedbe38,6e831d3e-18ea-4e06-b359-4314a78b5b12
3875,test,verb,1,target_verb_att1_opp,spider,spiders,escorts,escort,The tiny spider above the wires,The tiny spiders above the wire,The tiny spider above the wires escorts,The tiny spider above the wires escort,The tiny spiders above the wire escort,The tiny spiders above the wire escorts,7,7,78b047da-8011-4df1-856f-4f6f3636995a,6fa02b87-263b-46c3-8acd-cbc7303b5015,33ecff9b-23cd-4558-9535-d6bc3d8cc5f8
3876,test,verb,1,target_verb_att1_opp,calf,calves,is,are,The sturdy calf under the cliffs,The sturdy calves under the cliff,The sturdy calf under the cliffs is,The sturdy calf under the cliffs are,The sturdy calves under the cliff are,The sturdy calves under the cliff is,7,7,7f964fbd-c94c-4ed9-846c-d291d4e9201b,5806e8c8-c72f-4c4b-a226-9d039f74e3ed,803253c3-1647-46c4-ae4c-87572c4eed33
3877,test,verb,1,target_verb_att1_opp,spider,spiders,is,are,The sturdy spider below the doors,The sturdy spiders below the door,The sturdy spider below the doors is,The sturdy spider below the doors are,The sturdy spiders below the door are,The sturdy spiders below the door is,7,7,f76b4bc8-258b-47c5-b244-e1eb8e6cc7ae,b44bfa6a-e3bb-47a2-9bb1-0c4f8bb23875,84a0e1e5-3558-44c9-bb53-4a5d151956cd
3878,test,verb,1,target_verb_att1_opp,bird,birds,brushes,brush,The bold bird above the panels,The bold birds above the panel,The bold bird above the panels brushes,The bold bird above the panels brush,The bold birds above the panel brush,The bold birds above the panel brushes,7,7,f7e0ac38-1cd1-462e-802f-49f380ba0b12,5f5a9f84-30a9-4700-9c96-130ee4309f42,adfd8f01-f82c-4433-ace5-9b18f92304fd
3879,test,verb,1,target_verb_att1_opp,puppy,puppies,is,are,The tiny puppy opposite the hooks,The tiny puppies opposite the hook,The tiny puppy opposite the hooks is,The tiny puppy opposite the hooks are,The tiny puppies opposite the hook are,The tiny puppies opposite the hook is,7,7,86f75cea-08c6-462f-bd09-6e95ecfafbe7,aa682c1c-dd51-44f6-9290-6d2a25ada28d,ddd96333-4e97-491a-903a-222b59d16bb1
3880,test,verb,1,target_verb_att1_opp,pig,pigs,lowers,lower,The strange pig below the ropes,The strange pigs below the rope,The strange pig below the ropes lowers,The strange pig below the ropes lower,The strange pigs below the rope lower,The strange pigs below the rope lowers,7,7,44bb05c8-b808-42f0-8971-8997ce304b91,e409c61b-42a8-4c41-843a-bf697797b985,be00b3cd-4d0d-47ba-afbf-afcd3b8fd786
3881,test,verb,1,target_verb_att1_opp,bull,bulls,is,are,The spotted bull opposite the heaps,The spotted bulls opposite the heap,The spotted bull opposite the heaps is,The spotted bull opposite the heaps are,The spotted bulls opposite the heap are,The spotted bulls opposite the heap is,7,7,31054795-1c6d-4efe-a82f-4bf361276ff8,cea38a3c-62fc-4665-938d-fc6ce712ba78,61381c15-6f17-4d04-bff5-aa0db8b0e5c3
3882,test,verb,1,target_verb_att1_opp,pig,pigs,is,are,The restless pig by the braces,The restless pigs by the brace,The restless pig by the braces is,The restless pig by the braces are,The restless pigs by the brace are,The restless pigs by the brace is,7,7,0b06909f-53d9-4760-b1a0-b263ebb1937b,d6760e92-7edb-4cb0-9f43-c8f2045abf09,e2e8d35e-6818-49b2-849a-63e006df7a0c
3883,test,verb,1,target_verb_att1_opp,bear,bears,emerges,emerge,The wary bear alongside the baskets,The wary bears alongside the basket,The wary bear alongside the baskets emerges,The wary bear alongside the baskets emerge,The wary bears alongside the basket emerge,The wary bears alongside the basket emerges,7,7,9634ff0c-2fbf-49e2-a827-dd3163d8007a,24cc8efe-4f93-405d-860c-dfab812c7720,bd69f0e0-9958-46f5-bdf7-deb805b9a39e
3884,test,verb,1,target_verb_att1_opp,bull,bulls,catches,catch,The shy bull by the braces,The shy bulls by the brace,The shy bull by the braces catches,The shy bull by the braces catch,The shy bulls by the brace catch,The shy bulls by the brace catches,7,7,d98beb19-e469-45d9-83a3-d37132f43568,e236eafe-53fa-48b3-9a5d-2074919a86a2,10474752-3efe-466a-9752-b766b421af86
3885,test,verb,1,target_verb_att1_opp,puppy,puppies,stacks,stack,The shy puppy by the braces,The shy puppies by the brace,The shy puppy by the braces stacks,The shy puppy by the braces stack,The shy puppies by the brace stack,The shy puppies by the brace stacks,7,7,b1eb89e6-551b-4354-8dde-87a66c5cb56e,d63a3139-030e-4895-a288-e9bf93d7b5b8,3bdff0a7-2069-4d1c-b4f7-01a66e653e14
3886,test,verb,1,target_verb_att1_opp,seal,seals,is,are,The wary seal above the panels,The wary seals above the panel,The wary seal above the panels is,The wary seal above the panels are,The wary seals above the panel are,The wary seals above the panel is,7,7,5bbe4b47-8ae5-4db0-bf47-509d9a6ebedd,fa4118cc-ead5-415e-9800-8af4edb6c373,a671f7b1-2887-4542-9695-09c2222556b0
3887,test,verb,1,target_verb_att1_opp,cat,cats,runs,run,The lively cat atop the racks,The lively cats atop the rack,The lively cat atop the racks runs,The lively cat atop the racks run,The lively cats atop the rack run,The lively cats atop the rack runs,7,7,9791f4b3-f4fa-4675-8f8c-586abf0cd01d,33a7a30d-f6c7-4b86-8b01-d4f1cc626960,9b3bd036-0e20-4c3b-a813-f760fdbfc8d1
3888,test,verb,1,target_verb_att1_opp,worm,worms,follows,follow,The shy worm alongside the pens,The shy worms alongside the pen,The shy worm alongside the pens follows,The shy worm alongside the pens follow,The shy worms alongside the pen follow,The shy worms alongside the pen follows,7,7,f350e4de-bff9-4fc1-8e69-94afe014e754,87682456-d15b-43a7-9eef-4911acaf7eb4,3004dde6-975e-4efa-a408-a2e26de185db
3889,test,verb,1,target_verb_att1_opp,spider,spiders,recognizes,recognize,The tiny spider near the gates,The tiny spiders near the gate,The tiny spider near the gates recognizes,The tiny spider near the gates recognize,The tiny spiders near the gate recognize,The tiny spiders near the gate recognizes,7,7,fcaf4729-730b-491f-adfc-f5efe5e9e6c9,3d80f56f-578a-4bc9-8a33-d48a60654590,5c1aea60-0c77-4e0b-a22e-43802c60fbe0
3890,test,verb,1,target_verb_att1_opp,duck,ducks,is,are,The strange duck opposite the heaps,The strange ducks opposite the heap,The strange duck opposite the heaps is,The strange duck opposite the heaps are,The strange ducks opposite the heap are,The strange ducks opposite the heap is,7,7,de9e7b80-72cf-4c34-9afd-ebd9b5140517,3e39af3a-c3ec-4948-a106-d3252cbc57b3,1081341c-cf06-4e6a-92ad-c25bbbd53f08
3891,test,verb,1,target_verb_att1_opp,duck,ducks,is,are,The graceful duck alongside the buckets,The graceful ducks alongside the bucket,The graceful duck alongside the buckets is,The graceful duck alongside the buckets are,The graceful ducks alongside the bucket are,The graceful ducks alongside the bucket is,7,7,a5a42cae-b53a-48b1-9350-4ba3b90b74fc,f2b45611-582f-42c1-83ad-5b33e0ea687e,5050fa6b-bf7d-4af3-bcf0-5353a688fc5c
3892,test,verb,1,target_verb_att1_opp,ray,rays,is,are,The gentle ray near the bulbs,The gentle rays near the bulb,The gentle ray near the bulbs is,The gentle ray near the bulbs are,The gentle rays near the bulb are,The gentle rays near the bulb is,7,7,52f884ea-9e8b-49ef-b403-252303780160,f643b3f5-4f63-4f6d-b242-47ab1ee048c3,682f48a4-7497-4f3f-99e2-c20d3301bb06
3893,test,verb,1,target_verb_att1_opp,worm,worms,recognizes,recognize,The strange worm alongside the buckets,The strange worms alongside the bucket,The strange worm alongside the buckets recognizes,The strange worm alongside the buckets recognize,The strange worms alongside the bucket recognize,The strange worms alongside the bucket recognizes,7,7,ad6a2a40-e3c0-4144-94d3-6da3eddbd70f,e6412c24-6f38-482f-8807-90a431303ee8,dc9a8840-071f-45b1-aaf6-a985153b673c
3894,test,verb,1,target_verb_att1_opp,bull,bulls,is,are,The round bull below the locks,The round bulls below the lock,The round bull below the locks is,The round bull below the locks are,The round bulls below the lock are,The round bulls below the lock is,7,7,cb054a76-3d44-4bac-88c6-416732242967,50367f12-0217-4619-9635-4087c95ba21a,57ce6ec8-b16e-4da4-b4ff-354333b4f3a4
3895,test,verb,1,target_verb_att1_opp,goat,goats,scratches,scratch,The curious goat under the switches,The curious goats under the switch,The curious goat under the switches scratches,The curious goat under the switches scratch,The curious goats under the switch scratch,The curious goats under the switch scratches,7,7,b5fc50e9-9801-48d5-beb0-40e209145892,f6e6c5c2-75aa-4f27-a7a7-bcc6e1e005cc,b5409769-3ba9-4cd4-bd25-bedab3530373
3896,test,verb,1,target_verb_att1_opp,mouse,mice,is,are,The lively mouse beside the wells,The lively mice beside the well,The lively mouse beside the wells is,The lively mouse beside the wells are,The lively mice beside the well are,The lively mice beside the well is,7,7,df2aef74-6279-4bc9-993c-76af1ad83979,1a4301a8-6cc0-4882-81b6-324f54103656,678e1c47-8263-47d4-b15c-ec8676db27b2
3897,test,verb,1,target_verb_att1_opp,bird,birds,is,are,The lively bird alongside the pens,The lively birds alongside the pen,The lively bird alongside the pens is,The lively bird alongside the pens are,The lively birds alongside the pen are,The lively birds alongside the pen is,7,7,0fc82270-54fd-4c0f-8bb9-cc96f98cc9b9,613c38c2-53c0-4af8-8a16-2c89e32a1932,cd3bf3a9-2a43-4b8c-a70e-9d59741abffa
3898,test,verb,1,target_verb_att1_opp,seal,seals,is,are,The round seal opposite the heaps,The round seals opposite the heap,The round seal opposite the heaps is,The round seal opposite the heaps are,The round seals opposite the heap are,The round seals opposite the heap is,7,7,b7722d44-4b9e-4c50-a114-a739b7c31f8d,d8d28b88-ea22-4dc2-9ca2-dd66b712adc3,44cce1ed-1e83-42b4-b7ba-d31f7c19e39a
3899,test,verb,1,target_verb_att1_opp,bee,bees,is,are,The clever bee beside the roots,The clever bees beside the root,The clever bee beside the roots is,The clever bee beside the roots are,The clever bees beside the root are,The clever bees beside the root is,7,7,a0c0f85b-256a-4fa1-9b3b-a9b6de2dabc5,9e5e1182-e607-4ed0-93de-321d09a368b4,1f429714-3f74-43e0-a6ca-78ddccc529b0
3900,test,verb,1,target_verb_att1_opp,worm,worms,lowers,lower,The shy worm by the braces,The shy worms by the brace,The shy worm by the braces lowers,The shy worm by the braces lower,The shy worms by the brace lower,The shy worms by the brace lowers,7,7,7da44203-028a-496a-ae02-470908f78ebf,e5ab6adb-43e4-4b32-9e29-090b94f03c93,08598f1c-be22-4408-98f3-78aa303d0395
3901,test,verb,1,target_verb_att1_opp,bull,bulls,is,are,The strange bull near the sacks,The strange bulls near the sack,The strange bull near the sacks is,The strange bull near the sacks are,The strange bulls near the sack are,The strange bulls near the sack is,7,7,fa5dca5a-664f-4a3a-9dc3-508b64831e62,bd97478a-268d-47fe-804c-10d151d90ce9,e7d39c40-594a-4641-87a0-3ab5ff4e7396
3902,test,verb,1,target_verb_att1_opp,mouse,mice,threatens,threaten,The graceful mouse alongside the knobs,The graceful mice alongside the knob,The graceful mouse alongside the knobs threatens,The graceful mouse alongside the knobs threaten,The graceful mice alongside the knob threaten,The graceful mice alongside the knob threatens,7,7,35bced45-da5e-464c-98f0-b8d9400dc89f,294f5bd2-8767-44ac-a3f9-e95d5ed25dcf,3daea5ff-599c-436c-81c8-7655f4ad3d2e
3903,test,verb,1,target_verb_att1_opp,calf,calves,is,are,The gentle calf above the posts,The gentle calves above the post,The gentle calf above the posts is,The gentle calf above the posts are,The gentle calves above the post are,The gentle calves above the post is,7,7,69ccaa49-a725-480c-8eee-7f15fc9789f2,34e4b2c8-e225-4676-8acd-93317bb19d71,9d9752a5-7726-4b89-9290-78a0662135ff
3904,test,verb,1,target_verb_att1_opp,spider,spiders,is,are,The bold spider below the locks,The bold spiders below the lock,The bold spider below the locks is,The bold spider below the locks are,The bold spiders below the lock are,The bold spiders below the lock is,7,7,3d304ea0-1361-4e86-aa9f-93e6ddb5b367,1dbeab90-6c7e-4ddb-84b3-d58ce05fdbc9,962cb962-c53b-4ce6-be65-d186a56e66d7
3905,test,verb,1,target_verb_att1_opp,duck,ducks,sleeps,sleep,The graceful duck alongside the knobs,The graceful ducks alongside the knob,The graceful duck alongside the knobs sleeps,The graceful duck alongside the knobs sleep,The graceful ducks alongside the knob sleep,The graceful ducks alongside the knob sleeps,7,7,9e4b3d7b-c05c-4a1e-b0f3-f8b6e5c0dc68,4480804f-5746-41e3-b8b7-4af45873f052,e8485634-d525-49f1-adb9-4093bddd21c3
3906,test,verb,1,target_verb_att1_opp,bird,birds,is,are,The clever bird above the wires,The clever birds above the wire,The clever bird above the wires is,The clever bird above the wires are,The clever birds above the wire are,The clever birds above the wire is,7,7,1cfa710f-b9a7-43a0-ba5f-9b1187d6f382,3bf36e4f-0c45-4d05-87ed-798ccdb28fae,78c953bc-c5d5-445e-bda6-7d49f392dda2
3907,test,verb,1,target_verb_att1_opp,ray,rays,gathers,gather,The spotted ray opposite the heaps,The spotted rays opposite the heap,The spotted ray opposite the heaps gathers,The spotted ray opposite the heaps gather,The spotted rays opposite the heap gather,The spotted rays opposite the heap gathers,7,7,4f852ebd-ed13-4ac2-8c70-d3ec76a6e368,26fda11a-52f8-444e-b935-cc5f677fb367,e002ca24-9129-407b-8ae4-c3110a4e6568
3908,test,verb,1,target_verb_att1_opp,goat,goats,circles,circle,The gentle goat between the cords,The gentle goats between the cord,The gentle goat between the cords circles,The gentle goat between the cords circle,The gentle goats between the cord circle,The gentle goats between the cord circles,7,7,66647267-eff9-4f4c-9484-9e3e6e31eaf9,658ac43b-1375-49b7-910a-bb9b14dd14d4,b7f2b700-99ba-4298-a391-4bdba2f210b5
3909,test,verb,1,target_verb_att1_opp,spider,spiders,is,are,The tiny spider above the wires,The tiny spiders above the wire,The tiny spider above the wires is,The tiny spider above the wires are,The tiny spiders above the wire are,The tiny spiders above the wire is,7,7,15c306cf-4b0f-43cf-8016-d6f53770bc99,0c2b0d6c-82b7-4d0c-8517-40955c18644f,48ab264a-736f-4ff7-a49e-22dedc48151e
3910,test,verb,1,target_verb_att1_opp,bull,bulls,is,are,The wary bull by the braces,The wary bulls by the brace,The wary bull by the braces is,The wary bull by the braces are,The wary bulls by the brace are,The wary bulls by the brace is,7,7,f394e252-1330-45f8-a5e4-e94c87ccb9b9,cd9c1806-1151-4b43-8709-e99bb0d9cfea,4693fe36-c272-4493-b2ae-b9928f91d6d4
3911,test,verb,1,target_verb_att1_opp,puppy,puppies,communicates,communicate,The wary puppy atop the pillars,The wary puppies atop the pillar,The wary puppy atop the pillars communicates,The wary puppy atop the pillars communicate,The wary puppies atop the pillar communicate,The wary puppies atop the pillar communicates,7,7,8baba81e-da14-44da-81e5-dbab07461e37,c959d3c5-bf17-477c-bf86-ab7c9067300e,53004490-ac97-4e6e-950f-8ebe9d1ceb72
3912,test,verb,1,target_verb_att1_opp,duck,ducks,knows,know,The sturdy duck opposite the hooks,The sturdy ducks opposite the hook,The sturdy duck opposite the hooks knows,The sturdy duck opposite the hooks know,The sturdy ducks opposite the hook know,The sturdy ducks opposite the hook knows,7,7,a165662d-42ee-467f-8dd9-1142615f1965,5b383760-405e-4d28-8b5f-1feb852e7238,a0698091-efb4-42a1-87ce-76be1159b2af
3913,test,verb,1,target_verb_att1_opp,ant,ants,marches,march,The restless ant near the pillars,The restless ants near the pillar,The restless ant near the pillars marches,The restless ant near the pillars march,The restless ants near the pillar march,The restless ants near the pillar marches,7,7,aa2d830e-2699-4985-a191-68f9d25dad93,77d49910-d8aa-40c8-a423-1b5e567b294e,53859ec2-bcae-4858-a9bc-7f888459234f
3914,test,verb,1,target_verb_att1_opp,bear,bears,is,are,The round bear by the sockets,The round bears by the socket,The round bear by the sockets is,The round bear by the sockets are,The round bears by the socket are,The round bears by the socket is,7,7,2d43552c-fd30-49f9-96a7-eb2c25d9e399,38a45bf0-316f-4924-9da5-5530a2fbc60a,9ebd59a9-86dd-46b4-bdee-3adfbbaa85e7
3915,test,verb,1,target_verb_att1_opp,seal,seals,balances,balance,The graceful seal alongside the knobs,The graceful seals alongside the knob,The graceful seal alongside the knobs balances,The graceful seal alongside the knobs balance,The graceful seals alongside the knob balance,The graceful seals alongside the knob balances,7,7,196da843-a291-4d04-9879-087a061204d7,f2390786-1dac-42d0-b2b3-db4012171b2a,cccec36e-4d02-4354-a24c-eeee913d5e59
3916,test,verb,1,target_verb_att1_opp,bull,bulls,is,are,The fierce bull near the gates,The fierce bulls near the gate,The fierce bull near the gates is,The fierce bull near the gates are,The fierce bulls near the gate are,The fierce bulls near the gate is,7,7,c22025bb-d3c7-4026-9fb6-8c73913ae4f3,3512a0ec-5320-480d-91c5-bff25de3cd18,aa75af68-118f-4e3d-a333-eb6db702628a
3917,test,verb,1,target_verb_att1_opp,worm,worms,is,are,The wary worm atop the tents,The wary worms atop the tent,The wary worm atop the tents is,The wary worm atop the tents are,The wary worms atop the tent are,The wary worms atop the tent is,7,7,7ce1753c-93d0-48d8-98b9-e7f0118c7833,059ba6ec-9e89-4a44-8ad2-15e745374e6c,35ea7702-874c-4178-ac70-554cb7f2cd81
